file,rows_after_first_line,encoding_read,first_line_fields
cge/model/input/sam/qintf.csv,16,utf-8-sig, | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | China | China | China | China | China | China | China | China | China | China | China | China | China | China | China | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | India | India | India | India | India | India | India | India | India | India | India | India | India | India | India | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | US | US | US | US | US | US | US | US | US | US | US | US | US | US | US | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica
cge/model/input/sam/qtrs.csv,1,utf-8-sig,idx1 | idx2 | Oceania | China | Japan | SKorea | ROW | SEA | CWS | India | Canada | US | RAM | Brazil | EUPlus | EEuro | Russia | NAF | SSAF | SAfrica
cge/model/input/sam/save.csv,18,utf-8-sig, | Oceania | China | Japan | SKorea | ROW | SEA | CWS | India | Canada | US | RAM | Brazil | EUPlus | EEuro | Russia | NAF | SSAF | SAfrica
cge/model/input/sam/sdtax_fd.csv,16,utf-8-sig, | Oceania | Oceania | Oceania | China | China | China | Japan | Japan | Japan | SKorea | SKorea | SKorea | ROW | ROW | ROW | SEA | SEA | SEA | CWS | CWS | CWS | India | India | India | Canada | Canada | Canada | US | US | US | RAM | RAM | RAM | Brazil | Brazil | Brazil | EUPlus | EUPlus | EUPlus | EEuro | EEuro | EEuro | Russia | Russia | Russia | NAF | NAF | NAF | SSAF | SSAF | SSAF | SAfrica | SAfrica | SAfrica
cge/model/input/sam/sdtax_int.csv,16,utf-8-sig, | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | China | China | China | China | China | China | China | China | China | China | China | China | China | China | China | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | India | India | India | India | India | India | India | India | India | India | India | India | India | India | India | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | US | US | US | US | US | US | US | US | US | US | US | US | US | US | US | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica
cge/model/input/sam/sftax_fd.csv,16,utf-8-sig, | Oceania | Oceania | Oceania | China | China | China | Japan | Japan | Japan | SKorea | SKorea | SKorea | ROW | ROW | ROW | SEA | SEA | SEA | CWS | CWS | CWS | India | India | India | Canada | Canada | Canada | US | US | US | RAM | RAM | RAM | Brazil | Brazil | Brazil | EUPlus | EUPlus | EUPlus | EEuro | EEuro | EEuro | Russia | Russia | Russia | NAF | NAF | NAF | SSAF | SSAF | SSAF | SAfrica | SAfrica | SAfrica
cge/model/input/sam/sftax_int.csv,16,utf-8-sig, | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | China | China | China | China | China | China | China | China | China | China | China | China | China | China | China | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | India | India | India | India | India | India | India | India | India | India | India | India | India | India | India | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | US | US | US | US | US | US | US | US | US | US | US | US | US | US | US | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica
cge/model/input/sam/te.csv,270,utf-8-sig, |  | Oceania | China | Japan | SKorea | ROW | SEA | CWS | India | Canada | US | RAM | Brazil | EUPlus | EEuro | Russia | NAF | SSAF | SAfrica
cge/model/input/sam/tm.csv,270,utf-8-sig, |  | Oceania | China | Japan | SKorea | ROW | SEA | CWS | India | Canada | US | RAM | Brazil | EUPlus | EEuro | Russia | NAF | SSAF | SAfrica
cge/model/input/sam/vam.csv,6,utf-8-sig, | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | China | China | China | China | China | China | China | China | China | China | China | China | China | China | China | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | India | India | India | India | India | India | India | India | India | India | India | India | India | India | India | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | US | US | US | US | US | US | US | US | US | US | US | US | US | US | US | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica
cge/model/input/sam/vatax.csv,6,utf-8-sig, | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | Oceania | China | China | China | China | China | China | China | China | China | China | China | China | China | China | China | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | Japan | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | SKorea | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | ROW | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | SEA | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | CWS | India | India | India | India | India | India | India | India | India | India | India | India | India | India | India | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | Canada | US | US | US | US | US | US | US | US | US | US | US | US | US | US | US | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | RAM | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | Brazil | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EUPlus | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | EEuro | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | Russia | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | NAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SSAF | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica | SAfrica
cge/output/tables/all_solve_attempts.csv,107,utf-8-sig,grid | scenario | year | stage | status | residual | seconds | requested_tolerance | run_id
cge/output/tables/capacity_policy_selected.csv,1,utf-8-sig,additional_price_2024USD_t | target_GW | capacity_GW | gap_GW | status
cge/output/tables/capacity_price_search.csv,8,utf-8-sig,run_id | additional_price_2024USD_t | capacity_GW | gap_GW
cge/output/tables/country_tfp_history.csv,375,utf-8-sig,technology | iso3 | year | weight | observed | procurement_model | other_cost_fitted | other_cost_observed | model_factual | Q | Q_ratio | beta_B | G_level_gap | G_anchor | B_fit_outside_year_range | P_direct | S_share | T_cn_tariff | K_spillover | G_other | china_contribution_since_2010 | model_without_china_contribution | observed_completed | observation_imputed | completion_method | region | country_name | cost_actual | cost_cf | capacity_weight_MW | tfp_start_year | alpha | annual_cost_reduction_actual | tfp_growth_factor_actual | tfp_growth_rate_actual | tfp_raw_actual | annual_cost_reduction_cf | tfp_growth_factor_cf | tfp_growth_rate_cf | tfp_raw_cf | tfp_actual | tfp_cf | tfp_multiplier | target | target_name | excluded_target_receiver | TIC | X | B | Q_global | Q_cf | p_beta_B | B_fitted | B_cf | B_deployment_gap | B_cf_fitted | B_fitted_gap | X_cf | equipment_gap_inclusive | equipment_gap_target_origin | equipment_gap_other_origins | TIC_cf | total_deployment_gap | deployment_gap_pct_of_TIC | balance_gap_pct_of_TIC | cf_Q_below_balance_fit_range | annual_cost_interpolated | B_cf_fixed | TIC_cf_equipment_only | scenario_scope
cge/output/tables/emissions_map_values.csv,36,utf-8-sig,panel | year | scenario | region | metric | value_pct | color_min | color_center | color_max
cge/output/tables/energy_balances_all_nodes.csv,2160,utf-8-sig,scenario | year | region | fuel | household_Mtoe | nonenergy_industries_Mtoe | energy_industries_Mtoe | power_sector_Mtoe | modeled_final_demand_Mtoe
cge/output/tables/equity_map_values.csv,72,utf-8-sig,panel | year | scenario | region | metric | value_pct | color_min | color_center | color_max
cge/output/tables/final_energy_deviations.csv,360,utf-8-sig,group | year | fuel | scenario | outcome | baseline | counterfactual | deviation | deviation_pct_baseline
cge/output/tables/final_energy_mix.csv,360,utf-8-sig,scenario | year | fuel | household_Mtoe | nonenergy_industries_Mtoe | energy_industries_Mtoe | power_sector_Mtoe | modeled_final_demand_Mtoe | group | final_energy_share_pct
cge/output/tables/global_2030_2050.csv,6,utf-8-sig,scenario | year | real_GDP | real_household_consumption | real_investment | government_income | exports_FOB | imports_CIF | CO2_Mt | power_CO2_Mt | EV | renewable_capacity_GW | total_generation_TWh | renewable_generation_TWh | group | renewable_generation_share_pct | additional_carbon_price_2024USD_t | emissions_weighted_final_carbon_price_2024USD_t
cge/output/tables/global_and_group_deviations.csv,468,utf-8-sig,group | year | scenario | outcome | baseline | counterfactual | deviation | deviation_pct_baseline
cge/output/tables/global_final_energy_comparison.csv,120,utf-8-sig,scenario | year | carrier | modeled_final_demand_Mtoe | baseline_Mtoe | difference_pct
cge/output/tables/global_final_energy_diagnostics.csv,80,utf-8-sig,scenario | year | fuel | household_Mtoe | nonenergy_industries_Mtoe | energy_industries_Mtoe | power_sector_Mtoe | modeled_final_demand_Mtoe | group | final_energy_share_pct | household_Mtoe_S0 | nonenergy_industries_Mtoe_S0 | energy_industries_Mtoe_S0 | power_sector_Mtoe_S0 | modeled_final_demand_Mtoe_S0 | group_S0 | final_energy_share_pct_S0 | modeled_final_demand_Mtoe_gap | modeled_final_demand_Mtoe_pct
cge/output/tables/global_generation_comparison.csv,192,utf-8-sig,scenario | year | technology | generation_TWh | baseline_TWh | difference_TWh | difference_pct
cge/output/tables/global_generation_diagnostics.csv,128,utf-8-sig,scenario | year | technology | generation_TWh | generation_TWh_S0 | generation_TWh_gap | generation_TWh_pct
cge/output/tables/global_sector_comparison.csv,90,utf-8-sig,scenario | year | sector | real_output | S0_output | difference_pct
cge/output/tables/global_sector_output_diagnostics.csv,240,utf-8-sig,year | scenario | sector | real_output | real_output_S0 | real_output_gap | real_output_pct
cge/output/tables/group_equilibria_all_nodes.csv,72,utf-8-sig,scenario | year | real_GDP | real_household_consumption | real_investment | government_income | exports_FOB | imports_CIF | CO2_Mt | power_CO2_Mt | EV | renewable_capacity_GW | total_generation_TWh | renewable_generation_TWh | group | renewable_generation_share_pct | additional_carbon_price_2024USD_t | emissions_weighted_final_carbon_price_2024USD_t
cge/output/tables/group_equilibria_report_nodes.csv,54,utf-8-sig,scenario | year | real_GDP | real_household_consumption | real_investment | government_income | exports_FOB | imports_CIF | CO2_Mt | power_CO2_Mt | EV | renewable_capacity_GW | total_generation_TWh | renewable_generation_TWh | group | renewable_generation_share_pct | additional_carbon_price_2024USD_t | emissions_weighted_final_carbon_price_2024USD_t
cge/output/tables/household_consumption.csv,1620,utf-8-sig,scenario | year | region | good | quantity | consumer_price | expenditure_2024USD_bn | real_consumption_2024USD_bn
cge/output/tables/household_consumption_contrasts.csv,1080,utf-8-sig,scenario | year | region | good | quantity | consumer_price | expenditure_2024USD_bn | real_consumption_2024USD_bn | quantity_S0 | consumer_price_S0 | expenditure_2024USD_bn_S0 | real_consumption_2024USD_bn_S0 | quantity_gap | quantity_pct | consumer_price_gap | consumer_price_pct | expenditure_2024USD_bn_gap | expenditure_2024USD_bn_pct | real_consumption_2024USD_bn_gap | real_consumption_2024USD_bn_pct
cge/output/tables/household_incomes.csv,108,utf-8-sig,scenario | year | region | household_income | household_savings | labor_income | household_capital_income | land_income | resource_income | government_income | carbon_revenue | expenditure_gap
cge/output/tables/household_incomes_contrasts.csv,72,utf-8-sig,scenario | year | region | household_income | household_savings | labor_income | household_capital_income | land_income | resource_income | government_income | carbon_revenue | expenditure_gap | household_income_S0 | household_savings_S0 | labor_income_S0 | household_capital_income_S0 | land_income_S0 | resource_income_S0 | government_income_S0 | carbon_revenue_S0 | expenditure_gap_S0 | household_income_gap | household_income_pct | labor_income_gap | labor_income_pct | household_capital_income_gap | household_capital_income_pct | land_income_gap | land_income_pct | resource_income_gap | resource_income_pct | government_income_gap | government_income_pct | carbon_revenue_gap | carbon_revenue_pct
cge/output/tables/power_deviations.csv,3456,utf-8-sig,region | year | technology | scenario | outcome | baseline | counterfactual | deviation | deviation_pct_baseline
cge/output/tables/power_emissions.csv,972,utf-8-sig,scenario | year | region | technology | CO2_Mt
cge/output/tables/power_emissions_contrasts.csv,648,utf-8-sig,scenario | year | region | technology | CO2_Mt | CO2_Mt_S0 | CO2_Mt_gap | CO2_Mt_pct
cge/output/tables/power_equilibria_all_nodes.csv,3456,utf-8-sig,grid | scenario | year | region | technology | generation_TWh | capacity_proxy_GW | capacity_status | reference_CF | generation_price_2024USD_MWh | capital_efficiency | labor_efficiency | capital_service_expenditure | preference
cge/output/tables/regional_contrasts.csv,288,utf-8-sig,year | region | scenario | real_GDP | real_household_consumption | real_investment | government_income | exports_FOB | imports_CIF | CO2_Mt | power_CO2_Mt | real_wage | EV | carbon_price_2024USD_t | additional_carbon_price_2024USD_t | renewable_capacity_GW | total_generation_TWh | renewable_generation_TWh | renewable_generation_share_pct | real_GDP_S0 | real_household_consumption_S0 | CO2_Mt_S0 | GDP_pct | CO2_pct | EV_pct_C0
cge/output/tables/regional_deviations.csv,3024,utf-8-sig,region | year | scenario | outcome | baseline | counterfactual | deviation | deviation_pct_baseline
cge/output/tables/regional_emissions_stacks.csv,324,utf-8-sig,year | scenario | region | CO2_Mt | CO2_Gt
cge/output/tables/regional_equilibria_all_nodes.csv,432,utf-8-sig,year | region | scenario | real_GDP | real_household_consumption | real_investment | government_income | exports_FOB | imports_CIF | CO2_Mt | power_CO2_Mt | real_wage | EV | carbon_price_2024USD_t | additional_carbon_price_2024USD_t | renewable_capacity_GW | total_generation_TWh | renewable_generation_TWh | renewable_generation_share_pct
cge/output/tables/regional_narrative_diagnostics.csv,288,utf-8-sig,year | region | scenario | real_GDP | real_household_consumption | real_investment | government_income | exports_FOB | imports_CIF | CO2_Mt | power_CO2_Mt | real_wage | EV | carbon_price_2024USD_t | additional_carbon_price_2024USD_t | renewable_capacity_GW | total_generation_TWh | renewable_generation_TWh | renewable_generation_share_pct | real_GDP_S0 | real_household_consumption_S0 | real_investment_S0 | government_income_S0 | exports_FOB_S0 | imports_CIF_S0 | CO2_Mt_S0 | power_CO2_Mt_S0 | real_wage_S0 | EV_S0 | carbon_price_2024USD_t_S0 | additional_carbon_price_2024USD_t_S0 | renewable_capacity_GW_S0 | total_generation_TWh_S0 | renewable_generation_TWh_S0 | renewable_generation_share_pct_S0 | real_GDP_gap | real_GDP_pct | CO2_Mt_gap | CO2_Mt_pct | power_CO2_Mt_gap | power_CO2_Mt_pct | real_household_consumption_gap | real_household_consumption_pct | EV_pct_C0
cge/output/tables/regional_sector_output_diagnostics.csv,4320,utf-8-sig,scenario | year | region | sector | real_output | labor_demand | capital_demand | real_output_S0 | labor_demand_S0 | capital_demand_S0 | real_output_gap | real_output_pct
cge/output/tables/regional_tfp_paths.csv,1224,utf-8-sig,year | source_year | region | technology | baseline_tfp | cf_tfp | tfp_multiplier | alpha | mapping_status | countries
cge/output/tables/S1_generation_offset.csv,2,utf-8-sig,year | pv_wind_loss_TWh | fossil_offset_TWh | other_lowcarbon_offset_TWh | total_generation_loss_TWh | fossil_offset_pct | other_offset_pct | demand_offset_pct
cge/output/tables/sector_deviations.csv,9720,utf-8-sig,region | year | sector | scenario | outcome | baseline | counterfactual | deviation | deviation_pct_baseline
cge/output/tables/sector_emissions.csv,1728,utf-8-sig,scenario | year | region | sector | CO2_Mt
cge/output/tables/sector_emissions_contrasts.csv,1152,utf-8-sig,scenario | year | region | sector | CO2_Mt | CO2_Mt_S0 | CO2_Mt_gap | CO2_Mt_pct
cge/output/tables/sector_equilibria_all_nodes.csv,6480,utf-8-sig,scenario | year | region | sector | real_output | labor_demand | capital_demand
cge/output/tables/tfp_mapping_audit.csv,576,utf-8-sig,year | region | executed_multiplier | technology | source_year | baseline_tfp | cf_tfp | tfp_multiplier | alpha | mapping_status | countries | scenario
cge/output/tables/validation_checks.csv,220,utf-8-sig,check | status | value
cge/reference/country_tfp_history.csv,372,utf-8-sig,year | target | target_name | iso3 | country_name | excluded_target_receiver | TIC | X | B | Q_global | Q_cf | Q_ratio | beta_B | p_beta_B | B_fitted | B_cf | B_deployment_gap | B_cf_fitted | B_fitted_gap | X_cf | equipment_gap_inclusive | equipment_gap_target_origin | equipment_gap_other_origins | TIC_cf | total_deployment_gap | deployment_gap_pct_of_TIC | balance_gap_pct_of_TIC | cf_Q_below_balance_fit_range | annual_cost_interpolated | tfp_start_year | technology | region | alpha | cost_actual | cost_cf | annual_cost_reduction_actual | tfp_growth_factor_actual | tfp_growth_rate_actual | tfp_raw_actual | annual_cost_reduction_cf | tfp_growth_factor_cf | tfp_growth_rate_cf | tfp_raw_cf | tfp_actual | tfp_cf | tfp_multiplier | capacity_weight_MW | B_cf_fixed | TIC_cf_equipment_only | scenario_scope
cge/reference/regional_tfp_paths.csv,1224,utf-8-sig,year | source_year | region | technology | baseline_tfp | cf_tfp | tfp_multiplier | alpha | mapping_status | countries
costs/Source_Data/aggregate_figure_labels.csv,9,utf-8-sig,technology | mechanism | amount | total_decline | percentage | label | n
costs/Source_Data/annual_country_costs.csv,345,utf-8-sig,technology | iso3 | year | weight | observed | procurement_model | other_cost_fitted | other_cost_observed | model_factual | Q | Q_ratio | beta_B | G_level_gap | G_anchor | B_fit_outside_year_range | P_direct | S_share | T_cn_tariff | K_spillover | G_other | china_contribution_since_2010 | model_without_china_contribution
costs/Source_Data/annual_country_costs_completed.csv,345,utf-8-sig,technology | iso3 | year | weight | observed | procurement_model | other_cost_fitted | other_cost_observed | model_factual | Q | Q_ratio | beta_B | G_level_gap | G_anchor | B_fit_outside_year_range | P_direct | S_share | T_cn_tariff | K_spillover | G_other | china_contribution_since_2010 | model_without_china_contribution | observed_completed | observation_imputed | completion_method
costs/Source_Data/annual_decomposition_inputs.csv,14474,utf-8-sig,technology | iso3 | year | supplier | P0 | P1 | S0 | S1 | T0 | T1 | rent0 | rent1 | price_weight | tariff_weight | price_gap0 | price_gap1
costs/Source_Data/Annual_Inputs/accepted_supplier_price_paths.csv,135,utf-8-sig,technology | supplier | series | year | price_usd_kw | observed_or_constructed_input_price_usd_kw | beta | intercept | material_beta | Q_global_gw | material_price | outside_fit_years | baseline_price_type | model_id
costs/Source_Data/Annual_Inputs/balance_coefficients.csv,100,utf-8-sig,model_id | technology | iso3 | country_name | spec | n | df_resid | first_year | last_year | term | coefficient | SE_HAC | p_HAC_raw | CI95_low | CI95_high | stars | SE_OLS | p_OLS | p_BH_within_technology_spec
costs/Source_Data/Annual_Inputs/baseline_supplier_weights_tariffs.csv,11038,utf-8-sig,technology | iso3 | year | supplier | price_model_supplier | trade_import_value | preborder_expenditure_share | quantity_share | baseline_price_usd_kw | duty_rate | policy_rent_rate | landed_expenditure_share | beta | price_basis | domestic
costs/Source_Data/Annual_Inputs/bilateral_imports_selected.csv,17884,utf-8-sig,typeCode | freqCode | refPeriodId | refYear | refMonth | period | reporterCode | destination | reporterDesc | flowCode | flowDesc | partnerCode | supplier | partnerDesc | partner2Code | partner2ISO | partner2Desc | classificationCode | classificationSearchCode | isOriginalClassification | cmdCode | cmdDesc | aggrLevel | isLeaf | customsCode | customsDesc | mosCode | motCode | motDesc | qtyUnitCode | qtyUnitAbbr | qty | isQtyEstimated | altQtyUnitCode | altQtyUnitAbbr | altQty | isAltQtyEstimated | netWgt | isNetWgtEstimated | grossWgt | isGrossWgtEstimated | cifvalue | fobvalue | primaryValue | legacyEstimationFlag | isReported | isAggregate | requested_reporter_iso3 | technology | year
costs/Source_Data/Annual_Inputs/country_tic_all_cells.csv,900,utf-8-sig,technology | country | year | tic | unit | source_sheet | source_cell | source_status | imputed
costs/Source_Data/Annual_Inputs/deployment_scenarios.csv,270,utf-8-sig,technology | removed_country | definition | year | Q_global_gw | national_stock_gw | national_2009_stock_gw | removed_experience_gw | Q_counterfactual_gw | Q_ratio
costs/Source_Data/Annual_Inputs/direct_balance_panel.csv,364,utf-8-sig,technology | iso3 | country_name | year | cost_scope | tic | procurement_cost | other_cost | eligible | exclusion_reason | Q_global_gw | lnQ | lnB | procurement_pretax | procurement_duties | procurement_policy_rent | old_equipment_share | old_equipment_cost | old_proportional_balance | old_calibration | balance_change_vs_old | implied_procurement_share | other_price_proxy_quantity_share | supplier_count | tic_source_sheet | tic_source_cell | same_capacity_basis_assumption
